"system_id","reader_name","macroregion","cluster","primary_node","registered_population_millions","specialisation_1","specialisation_2","governance_r0","route_profile","ga10_transition_seed","protected_continuity_note"
"SYS-263","","Middle","MI-C08","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-264","","Middle","MI-C09","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-265","","Middle","MI-C10","L3","100","workshop","repair","mixed_local_charter","branch_connected","PENDING",""
"SYS-266","","Middle","MI-C11","L3","100","agriculture","supply","mixed_local_charter","branch_connected","PENDING",""
"SYS-267","","Middle","MI-C12","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-268","","Middle","MI-C13","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-269","","Middle","MI-C14","L3","100","workshop","repair","mixed_local_charter","branch_connected","PENDING",""
"SYS-270","","Middle","MI-C15","L3","100","agriculture","supply","mixed_local_charter","branch_connected","PENDING",""
"SYS-271","","Middle","MI-C01","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-272","","Middle","MI-C02","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-273","","Middle","MI-C03","L3","100","workshop","repair","mixed_local_charter","branch_connected","PENDING",""
"SYS-274","","Middle","MI-C04","L3","100","agriculture","supply","mixed_local_charter","branch_connected","PENDING",""
"SYS-275","","Middle","MI-C05","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-276","","Middle","MI-C06","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-277","","Middle","MI-C07","L3","100","workshop","repair","mixed_local_charter","branch_connected","PENDING",""
"SYS-278","","Middle","MI-C08","L3","100","agriculture","supply","mixed_local_charter","branch_connected","PENDING",""
"SYS-279","","Middle","MI-C09","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-280","","Middle","MI-C10","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-281","","Middle","MI-C11","L3","100","workshop","repair","mixed_local_charter","branch_connected","PENDING",""
"SYS-282","","Middle","MI-C12","L3","100","agriculture","supply","mixed_local_charter","branch_connected","PENDING",""
"SYS-283","","Middle","MI-C13","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-284","","Middle","MI-C14","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-285","","Middle","MI-C15","L3","100","workshop","repair","mixed_local_charter","branch_connected","PENDING",""
"SYS-286","","Middle","MI-C01","L3","100","agriculture","supply","mixed_local_charter","branch_connected","PENDING",""
"SYS-287","","Middle","MI-C02","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-288","","Middle","MI-C03","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-289","","Middle","MI-C04","L3","100","workshop","repair","mixed_local_charter","branch_connected","PENDING",""
"SYS-290","","Middle","MI-C05","L3","100","agriculture","supply","mixed_local_charter","branch_connected","PENDING",""
"SYS-291","","Middle","MI-C06","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-292","","Middle","MI-C07","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-293","","Middle","MI-C08","L3","100","workshop","repair","mixed_local_charter","branch_connected","PENDING",""
"SYS-294","","Middle","MI-C09","L3","100","agriculture","supply","mixed_local_charter","branch_connected","PENDING",""
"SYS-295","","Middle","MI-C10","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-296","","Middle","MI-C11","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-297","","Middle","MI-C12","L3","100","workshop","repair","mixed_local_charter","branch_connected","PENDING",""
"SYS-298","","Middle","MI-C13","L3","100","agriculture","supply","mixed_local_charter","branch_connected","PENDING",""
"SYS-299","","Middle","MI-C14","L3","100","mining","materials","mixed_local_charter","branch_connected","PENDING",""
"SYS-300","","Middle","MI-C15","L3","100","port","trade","mixed_local_charter","branch_connected","PENDING",""
"SYS-301","마른","Frontier","FR-C01","L3","292","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-302","실렉스","Frontier","FR-C02","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-303","팔림프세스트","Frontier","FR-C03","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-304","스카디르","Frontier","FR-C04","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-305","볼른","Frontier","FR-C05","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-306","그림하","Frontier","FR-C06","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-307","예르나","Frontier","FR-C07","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-308","툰드리","Frontier","FR-C08","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-309","뇌른","Frontier","FR-C09","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-310","셀바","Frontier","FR-C10","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING","PROTECTED_NAME"
"SYS-311","","Frontier","FR-C11","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-312","","Frontier","FR-C12","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-313","","Frontier","FR-C13","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-314","","Frontier","FR-C14","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-315","","Frontier","FR-C15","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-316","","Frontier","FR-C16","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-317","","Frontier","FR-C17","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-318","","Frontier","FR-C18","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-319","","Frontier","FR-C19","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-320","","Frontier","FR-C20","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-321","","Frontier","FR-C21","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-322","","Frontier","FR-C01","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-323","","Frontier","FR-C02","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-324","","Frontier","FR-C03","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-325","","Frontier","FR-C04","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-326","","Frontier","FR-C05","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-327","","Frontier","FR-C06","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-328","","Frontier","FR-C07","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-329","","Frontier","FR-C08","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-330","","Frontier","FR-C09","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-331","","Frontier","FR-C10","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-332","","Frontier","FR-C11","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-333","","Frontier","FR-C12","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-334","","Frontier","FR-C13","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-335","","Frontier","FR-C14","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-336","","Frontier","FR-C15","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-337","","Frontier","FR-C16","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-338","","Frontier","FR-C17","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-339","","Frontier","FR-C18","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-340","","Frontier","FR-C19","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-341","","Frontier","FR-C20","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-342","","Frontier","FR-C21","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-343","","Frontier","FR-C01","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-344","","Frontier","FR-C02","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-345","","Frontier","FR-C03","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-346","","Frontier","FR-C04","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-347","","Frontier","FR-C05","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-348","","Frontier","FR-C06","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-349","","Frontier","FR-C07","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-350","","Frontier","FR-C08","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-351","","Frontier","FR-C09","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-352","","Frontier","FR-C10","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-353","","Frontier","FR-C11","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-354","","Frontier","FR-C12","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-355","","Frontier","FR-C13","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-356","","Frontier","FR-C14","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-357","","Frontier","FR-C15","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-358","","Frontier","FR-C16","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-359","","Frontier","FR-C17","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-360","","Frontier","FR-C18","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-361","","Frontier","FR-C19","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-362","","Frontier","FR-C20","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-363","","Frontier","FR-C21","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-364","","Frontier","FR-C01","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-365","","Frontier","FR-C02","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-366","","Frontier","FR-C03","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-367","","Frontier","FR-C04","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-368","","Frontier","FR-C05","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-369","","Frontier","FR-C06","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-370","","Frontier","FR-C07","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-371","","Frontier","FR-C08","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-372","","Frontier","FR-C09","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-373","","Frontier","FR-C10","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-374","","Frontier","FR-C11","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-375","","Frontier","FR-C12","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-376","","Frontier","FR-C13","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-377","","Frontier","FR-C14","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-378","","Frontier","FR-C15","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-379","","Frontier","FR-C16","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-380","","Frontier","FR-C17","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-381","","Frontier","FR-C18","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-382","","Frontier","FR-C19","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-383","","Frontier","FR-C20","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-384","","Frontier","FR-C21","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-385","","Frontier","FR-C01","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-386","","Frontier","FR-C02","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-387","","Frontier","FR-C03","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-388","","Frontier","FR-C04","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-389","","Frontier","FR-C05","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-390","","Frontier","FR-C06","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-391","","Frontier","FR-C07","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-392","","Frontier","FR-C08","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-393","","Frontier","FR-C09","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-394","","Frontier","FR-C10","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-395","","Frontier","FR-C11","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-396","","Frontier","FR-C12","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-397","","Frontier","FR-C13","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-398","","Frontier","FR-C14","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-399","","Frontier","FR-C15","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-400","","Frontier","FR-C16","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-401","","Frontier","FR-C17","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-402","","Frontier","FR-C18","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-403","","Frontier","FR-C19","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-404","","Frontier","FR-C20","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-405","","Frontier","FR-C21","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-406","","Frontier","FR-C01","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-407","","Frontier","FR-C02","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-408","","Frontier","FR-C03","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-409","","Frontier","FR-C04","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-410","","Frontier","FR-C05","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-411","","Frontier","FR-C06","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-412","","Frontier","FR-C07","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-413","","Frontier","FR-C08","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-414","","Frontier","FR-C09","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-415","","Frontier","FR-C10","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-416","","Frontier","FR-C11","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-417","","Frontier","FR-C12","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-418","","Frontier","FR-C13","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-419","","Frontier","FR-C14","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-420","","Frontier","FR-C15","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-421","","Frontier","FR-C16","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-422","","Frontier","FR-C17","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-423","","Frontier","FR-C18","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-424","","Frontier","FR-C19","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-425","","Frontier","FR-C20","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-426","","Frontier","FR-C21","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-427","","Frontier","FR-C01","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-428","","Frontier","FR-C02","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-429","","Frontier","FR-C03","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-430","","Frontier","FR-C04","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-431","","Frontier","FR-C05","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-432","","Frontier","FR-C06","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-433","","Frontier","FR-C07","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-434","","Frontier","FR-C08","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-435","","Frontier","FR-C09","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-436","","Frontier","FR-C10","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-437","","Frontier","FR-C11","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-438","","Frontier","FR-C12","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-439","","Frontier","FR-C13","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-440","","Frontier","FR-C14","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-441","","Frontier","FR-C15","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-442","","Frontier","FR-C16","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-443","","Frontier","FR-C17","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-444","","Frontier","FR-C18","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-445","","Frontier","FR-C19","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-446","","Frontier","FR-C20","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-447","","Frontier","FR-C21","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-448","","Frontier","FR-C01","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-449","","Frontier","FR-C02","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-450","","Frontier","FR-C03","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-451","","Frontier","FR-C04","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-452","","Frontier","FR-C05","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-453","","Frontier","FR-C06","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-454","","Frontier","FR-C07","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-455","","Frontier","FR-C08","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-456","","Frontier","FR-C09","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-457","","Frontier","FR-C10","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-458","","Frontier","FR-C11","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-459","","Frontier","FR-C12","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-460","","Frontier","FR-C13","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-461","","Frontier","FR-C14","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-462","","Frontier","FR-C15","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-463","","Frontier","FR-C16","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-464","","Frontier","FR-C17","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-465","","Frontier","FR-C18","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-466","","Frontier","FR-C19","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-467","","Frontier","FR-C20","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-468","","Frontier","FR-C21","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-469","","Frontier","FR-C01","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-470","","Frontier","FR-C02","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-471","","Frontier","FR-C03","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-472","","Frontier","FR-C04","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-473","","Frontier","FR-C05","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-474","","Frontier","FR-C06","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-475","","Frontier","FR-C07","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-476","","Frontier","FR-C08","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-477","","Frontier","FR-C09","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-478","","Frontier","FR-C10","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-479","","Frontier","FR-C11","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-480","","Frontier","FR-C12","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-481","","Frontier","FR-C13","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-482","","Frontier","FR-C14","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-483","","Frontier","FR-C15","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-484","","Frontier","FR-C16","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-485","","Frontier","FR-C17","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-486","","Frontier","FR-C18","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-487","","Frontier","FR-C19","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-488","","Frontier","FR-C20","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-489","","Frontier","FR-C21","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-490","","Frontier","FR-C01","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-491","","Frontier","FR-C02","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-492","","Frontier","FR-C03","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-493","","Frontier","FR-C04","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-494","","Frontier","FR-C05","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-495","","Frontier","FR-C06","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-496","","Frontier","FR-C07","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-497","","Frontier","FR-C08","L3","28","salvage","recovery","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-498","","Frontier","FR-C09","L3","28","outpost","patrol","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-499","","Frontier","FR-C10","L3","28","settlement","subsistence","unaligned_or_local","sparse_or_seasonal","PENDING",""
"SYS-500","","Frontier","FR-C11","L3","28","relay","rescue","unaligned_or_local","sparse_or_seasonal","PENDING",""
