entry_id,source_row_id,source_key,source_file,source_line,arc,section,source_id,title,entry_kind,primary_domain,domain_tags,source_domain_tags,desire_phases,entity_id_candidate,subject_slot_candidate,subject_ids,host_id_candidate,current_holder,canon_tier,classification_basis,review_flags,canon_promotion
NC-CL-R-000210,NC-CL-S-000071,docs/09_collection/ga2-collection-registry-v1.md#G2-G05,docs/09_collection/ga2-collection-registry-v1.md,496,GA2,"Ghost Ship, AUXILIA and Provenance Targets",G2-G05,Service Authority D / Relay Maintenance Authority,LOSS_OBLIGATION,C5,C5|C7,C5|C7,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000211,NC-CL-S-000072,docs/09_collection/ga2-collection-registry-v1.md#G2-G06,docs/09_collection/ga2-collection-registry-v1.md,513,GA2,"Ghost Ship, AUXILIA and Provenance Targets",G2-G06,Open-Service Lineage Map,STATE_TRANSITION,C5,C5,C5,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000212,NC-CL-S-000072,docs/09_collection/ga2-collection-registry-v1.md#G2-G06,docs/09_collection/ga2-collection-registry-v1.md,513,GA2,"Ghost Ship, AUXILIA and Provenance Targets",G2-G06,Open-Service Lineage Map,LOSS_OBLIGATION,C5,C5,C5,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000213,NC-CL-S-000072,docs/09_collection/ga2-collection-registry-v1.md#G2-G06,docs/09_collection/ga2-collection-registry-v1.md,513,GA2,"Ghost Ship, AUXILIA and Provenance Targets",G2-G06,Open-Service Lineage Map,SET,C5,C5,C5,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000214,NC-CL-S-000073,docs/09_collection/ga2-collection-registry-v1.md#G2-R01,docs/09_collection/ga2-collection-registry-v1.md,531,GA2,"Community, Route, Legal and Standard Targets",G2-R01,Minimum Transit Certificate,RELATIONSHIP,C7,C7|C6|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000215,NC-CL-S-000073,docs/09_collection/ga2-collection-registry-v1.md#G2-R01,docs/09_collection/ga2-collection-registry-v1.md,531,GA2,"Community, Route, Legal and Standard Targets",G2-R01,Minimum Transit Certificate,CONTROL_CLAIM,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000216,NC-CL-S-000073,docs/09_collection/ga2-collection-registry-v1.md#G2-R01,docs/09_collection/ga2-collection-registry-v1.md,531,GA2,"Community, Route, Legal and Standard Targets",G2-R01,Minimum Transit Certificate,STATE_TRANSITION,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000217,NC-CL-S-000073,docs/09_collection/ga2-collection-registry-v1.md#G2-R01,docs/09_collection/ga2-collection-registry-v1.md,531,GA2,"Community, Route, Legal and Standard Targets",G2-R01,Minimum Transit Certificate,LOSS_OBLIGATION,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000218,NC-CL-S-000074,docs/09_collection/ga2-collection-registry-v1.md#G2-R02,docs/09_collection/ga2-collection-registry-v1.md,545,GA2,"Community, Route, Legal and Standard Targets",G2-R02,First Mission/Revenue Contract,RELATIONSHIP,C7,C7|C6|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000219,NC-CL-S-000074,docs/09_collection/ga2-collection-registry-v1.md#G2-R02,docs/09_collection/ga2-collection-registry-v1.md,545,GA2,"Community, Route, Legal and Standard Targets",G2-R02,First Mission/Revenue Contract,CONTROL_CLAIM,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000220,NC-CL-S-000074,docs/09_collection/ga2-collection-registry-v1.md#G2-R02,docs/09_collection/ga2-collection-registry-v1.md,545,GA2,"Community, Route, Legal and Standard Targets",G2-R02,First Mission/Revenue Contract,STATE_TRANSITION,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000221,NC-CL-S-000074,docs/09_collection/ga2-collection-registry-v1.md#G2-R02,docs/09_collection/ga2-collection-registry-v1.md,545,GA2,"Community, Route, Legal and Standard Targets",G2-R02,First Mission/Revenue Contract,LOSS_OBLIGATION,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000222,NC-CL-S-000075,docs/09_collection/ga2-collection-registry-v1.md#G2-R03,docs/09_collection/ga2-collection-registry-v1.md,559,GA2,"Community, Route, Legal and Standard Targets",G2-R03,Ghost Salvage Joint-Claim Agreement,RELATIONSHIP,C7,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000223,NC-CL-S-000075,docs/09_collection/ga2-collection-registry-v1.md#G2-R03,docs/09_collection/ga2-collection-registry-v1.md,559,GA2,"Community, Route, Legal and Standard Targets",G2-R03,Ghost Salvage Joint-Claim Agreement,CONTROL_CLAIM,C7,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000224,NC-CL-S-000075,docs/09_collection/ga2-collection-registry-v1.md#G2-R03,docs/09_collection/ga2-collection-registry-v1.md,559,GA2,"Community, Route, Legal and Standard Targets",G2-R03,Ghost Salvage Joint-Claim Agreement,STATE_TRANSITION,C7,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000225,NC-CL-S-000075,docs/09_collection/ga2-collection-registry-v1.md#G2-R03,docs/09_collection/ga2-collection-registry-v1.md,559,GA2,"Community, Route, Legal and Standard Targets",G2-R03,Ghost Salvage Joint-Claim Agreement,LOSS_OBLIGATION,C7,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000226,NC-CL-S-000076,docs/09_collection/ga2-collection-registry-v1.md#G2-R04,docs/09_collection/ga2-collection-registry-v1.md,573,GA2,"Community, Route, Legal and Standard Targets",G2-R04,Community Split Manifest and Consent Record,ENTITY,C8,C8,C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000227,NC-CL-S-000076,docs/09_collection/ga2-collection-registry-v1.md#G2-R04,docs/09_collection/ga2-collection-registry-v1.md,573,GA2,"Community, Route, Legal and Standard Targets",G2-R04,Community Split Manifest and Consent Record,RELATIONSHIP,C8,C8,C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000228,NC-CL-S-000076,docs/09_collection/ga2-collection-registry-v1.md#G2-R04,docs/09_collection/ga2-collection-registry-v1.md,573,GA2,"Community, Route, Legal and Standard Targets",G2-R04,Community Split Manifest and Consent Record,CONTROL_CLAIM,C8,C8,C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000229,NC-CL-S-000076,docs/09_collection/ga2-collection-registry-v1.md#G2-R04,docs/09_collection/ga2-collection-registry-v1.md,573,GA2,"Community, Route, Legal and Standard Targets",G2-R04,Community Split Manifest and Consent Record,STATE_TRANSITION,C8,C8,C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000230,NC-CL-S-000076,docs/09_collection/ga2-collection-registry-v1.md#G2-R04,docs/09_collection/ga2-collection-registry-v1.md,573,GA2,"Community, Route, Legal and Standard Targets",G2-R04,Community Split Manifest and Consent Record,LOSS_OBLIGATION,C8,C8,C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000231,NC-CL-S-000077,docs/09_collection/ga2-collection-registry-v1.md#G2-R05,docs/09_collection/ga2-collection-registry-v1.md,587,GA2,"Community, Route, Legal and Standard Targets",G2-R05,Route-Federation Minimum Obligations,ENTITY,C7,C7|C8,C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000232,NC-CL-S-000077,docs/09_collection/ga2-collection-registry-v1.md#G2-R05,docs/09_collection/ga2-collection-registry-v1.md,587,GA2,"Community, Route, Legal and Standard Targets",G2-R05,Route-Federation Minimum Obligations,RELATIONSHIP,C7,C7|C8,C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000233,NC-CL-S-000077,docs/09_collection/ga2-collection-registry-v1.md#G2-R05,docs/09_collection/ga2-collection-registry-v1.md,587,GA2,"Community, Route, Legal and Standard Targets",G2-R05,Route-Federation Minimum Obligations,CONTROL_CLAIM,C7,C7|C8,C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000234,NC-CL-S-000077,docs/09_collection/ga2-collection-registry-v1.md#G2-R05,docs/09_collection/ga2-collection-registry-v1.md,587,GA2,"Community, Route, Legal and Standard Targets",G2-R05,Route-Federation Minimum Obligations,STATE_TRANSITION,C7,C7|C8,C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000235,NC-CL-S-000077,docs/09_collection/ga2-collection-registry-v1.md#G2-R05,docs/09_collection/ga2-collection-registry-v1.md,587,GA2,"Community, Route, Legal and Standard Targets",G2-R05,Route-Federation Minimum Obligations,LOSS_OBLIGATION,C7,C7|C8,C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000236,NC-CL-S-000078,docs/09_collection/ga2-collection-registry-v1.md#G2-R06,docs/09_collection/ga2-collection-registry-v1.md,601,GA2,"Community, Route, Legal and Standard Targets",G2-R06,Emergency Open-Service Specification v0.1,ENTITY,C6,C6,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000237,NC-CL-S-000078,docs/09_collection/ga2-collection-registry-v1.md#G2-R06,docs/09_collection/ga2-collection-registry-v1.md,601,GA2,"Community, Route, Legal and Standard Targets",G2-R06,Emergency Open-Service Specification v0.1,RELATIONSHIP,C7,C7|C6|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000238,NC-CL-S-000078,docs/09_collection/ga2-collection-registry-v1.md#G2-R06,docs/09_collection/ga2-collection-registry-v1.md,601,GA2,"Community, Route, Legal and Standard Targets",G2-R06,Emergency Open-Service Specification v0.1,CONTROL_CLAIM,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000239,NC-CL-S-000078,docs/09_collection/ga2-collection-registry-v1.md#G2-R06,docs/09_collection/ga2-collection-registry-v1.md,601,GA2,"Community, Route, Legal and Standard Targets",G2-R06,Emergency Open-Service Specification v0.1,STATE_TRANSITION,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000240,NC-CL-S-000078,docs/09_collection/ga2-collection-registry-v1.md#G2-R06,docs/09_collection/ga2-collection-registry-v1.md,601,GA2,"Community, Route, Legal and Standard Targets",G2-R06,Emergency Open-Service Specification v0.1,LOSS_OBLIGATION,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000241,NC-CL-S-000079,docs/09_collection/ga2-collection-registry-v1.md#G2-R07,docs/09_collection/ga2-collection-registry-v1.md,623,GA2,"Community, Route, Legal and Standard Targets",G2-R07,Multi-Certifier Standards Council,ENTITY,C7,C7,C7,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000242,NC-CL-S-000079,docs/09_collection/ga2-collection-registry-v1.md#G2-R07,docs/09_collection/ga2-collection-registry-v1.md,623,GA2,"Community, Route, Legal and Standard Targets",G2-R07,Multi-Certifier Standards Council,RELATIONSHIP,C7,C7,C7,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000243,NC-CL-S-000079,docs/09_collection/ga2-collection-registry-v1.md#G2-R07,docs/09_collection/ga2-collection-registry-v1.md,623,GA2,"Community, Route, Legal and Standard Targets",G2-R07,Multi-Certifier Standards Council,CONTROL_CLAIM,C7,C7,C7,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000244,NC-CL-S-000079,docs/09_collection/ga2-collection-registry-v1.md#G2-R07,docs/09_collection/ga2-collection-registry-v1.md,623,GA2,"Community, Route, Legal and Standard Targets",G2-R07,Multi-Certifier Standards Council,STATE_TRANSITION,C7,C7,C7,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000245,NC-CL-S-000079,docs/09_collection/ga2-collection-registry-v1.md#G2-R07,docs/09_collection/ga2-collection-registry-v1.md,623,GA2,"Community, Route, Legal and Standard Targets",G2-R07,Multi-Certifier Standards Council,LOSS_OBLIGATION,C7,C7,C7,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000246,NC-CL-S-000080,docs/09_collection/ga2-collection-registry-v1.md#G2-R08,docs/09_collection/ga2-collection-registry-v1.md,640,GA2,"Community, Route, Legal and Standard Targets",G2-R08,Silex Limited Access and Repair Trust,RELATIONSHIP,C6,C6|C8,C6|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000247,NC-CL-S-000080,docs/09_collection/ga2-collection-registry-v1.md#G2-R08,docs/09_collection/ga2-collection-registry-v1.md,640,GA2,"Community, Route, Legal and Standard Targets",G2-R08,Silex Limited Access and Repair Trust,CONTROL_CLAIM,C6,C6|C8,C6|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000248,NC-CL-S-000080,docs/09_collection/ga2-collection-registry-v1.md#G2-R08,docs/09_collection/ga2-collection-registry-v1.md,640,GA2,"Community, Route, Legal and Standard Targets",G2-R08,Silex Limited Access and Repair Trust,STATE_TRANSITION,C6,C6|C8,C6|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000249,NC-CL-S-000080,docs/09_collection/ga2-collection-registry-v1.md#G2-R08,docs/09_collection/ga2-collection-registry-v1.md,640,GA2,"Community, Route, Legal and Standard Targets",G2-R08,Silex Limited Access and Repair Trust,LOSS_OBLIGATION,C6,C6|C8,C6|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000250,NC-CL-S-000081,docs/09_collection/ga2-collection-registry-v1.md#G2-R09,docs/09_collection/ga2-collection-registry-v1.md,654,GA2,"Community, Route, Legal and Standard Targets",G2-R09,Ardis Service/Defense Invitation,RELATIONSHIP,C7,C7|C6|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000251,NC-CL-S-000081,docs/09_collection/ga2-collection-registry-v1.md#G2-R09,docs/09_collection/ga2-collection-registry-v1.md,654,GA2,"Community, Route, Legal and Standard Targets",G2-R09,Ardis Service/Defense Invitation,CONTROL_CLAIM,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000252,NC-CL-S-000081,docs/09_collection/ga2-collection-registry-v1.md#G2-R09,docs/09_collection/ga2-collection-registry-v1.md,654,GA2,"Community, Route, Legal and Standard Targets",G2-R09,Ardis Service/Defense Invitation,STATE_TRANSITION,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000253,NC-CL-S-000081,docs/09_collection/ga2-collection-registry-v1.md#G2-R09,docs/09_collection/ga2-collection-registry-v1.md,654,GA2,"Community, Route, Legal and Standard Targets",G2-R09,Ardis Service/Defense Invitation,LOSS_OBLIGATION,C6,C6|C7|C8,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000254,NC-CL-S-000082,docs/09_collection/ga2-collection-registry-v1.md#G2-R10,docs/09_collection/ga2-collection-registry-v1.md,668,GA2,"Community, Route, Legal and Standard Targets",G2-R10,Regional Embargo and Liability Dossier,RELATIONSHIP,C7,C7|C6|C8,C6|C7|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000255,NC-CL-S-000082,docs/09_collection/ga2-collection-registry-v1.md#G2-R10,docs/09_collection/ga2-collection-registry-v1.md,668,GA2,"Community, Route, Legal and Standard Targets",G2-R10,Regional Embargo and Liability Dossier,CONTROL_CLAIM,C6,C6|C7|C8,C6|C7|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000256,NC-CL-S-000082,docs/09_collection/ga2-collection-registry-v1.md#G2-R10,docs/09_collection/ga2-collection-registry-v1.md,668,GA2,"Community, Route, Legal and Standard Targets",G2-R10,Regional Embargo and Liability Dossier,STATE_TRANSITION,C6,C6|C7|C8,C6|C7|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000257,NC-CL-S-000082,docs/09_collection/ga2-collection-registry-v1.md#G2-R10,docs/09_collection/ga2-collection-registry-v1.md,668,GA2,"Community, Route, Legal and Standard Targets",G2-R10,Regional Embargo and Liability Dossier,LOSS_OBLIGATION,C6,C6|C7|C8,C6|C7|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-R-000258,NC-CL-S-000083,docs/09_collection/ga2-collection-registry-v1.md#G2-I01,docs/09_collection/ga2-collection-registry-v1.md,689,GA2,Institutional/Symbolic Collection States,G2-I01,First Ship Crew and Mission Trust,ENTITY,C1,C1|C5,C1|C4|C5|C7,SYNERGY,UNRESOLVED,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
