entry_id,source_key,source_file,source_id,title,entry_kind,domain_tags,reason,canon_promotion
DRY-CL-R-000107,docs/09_collection/first-100-collectible-registry-v1.md#R-012,docs/09_collection/first-100-collectible-registry-v1.md,R-012,07 Multi-Party Custody and Command Key Scheme,CONTROL_CLAIM,C2|C7,다자 보관관계·지휘권·지연부담·기능세트가 결합,NONE
DRY-CL-R-000108,docs/09_collection/first-100-collectible-registry-v1.md#R-012,docs/09_collection/first-100-collectible-registry-v1.md,R-012,07 Multi-Party Custody and Command Key Scheme,LOSS_OBLIGATION,C2|C7,다자 보관관계·지휘권·지연부담·기능세트가 결합,NONE
DRY-CL-R-000109,docs/09_collection/first-100-collectible-registry-v1.md#R-012,docs/09_collection/first-100-collectible-registry-v1.md,R-012,07 Multi-Party Custody and Command Key Scheme,SET,C2|C7,다자 보관관계·지휘권·지연부담·기능세트가 결합,NONE
DRY-CL-R-000110,docs/09_collection/first-100-collectible-registry-v1.md#I-001,docs/09_collection/first-100-collectible-registry-v1.md,I-001,Student Mutual Network / Assembly Seed,ENTITY,C1|C7,학생 조직 실체와 대표·상호부조 관계가 결합,NONE
DRY-CL-R-000111,docs/09_collection/first-100-collectible-registry-v1.md#I-001,docs/09_collection/first-100-collectible-registry-v1.md,I-001,Student Mutual Network / Assembly Seed,RELATIONSHIP,C1|C7,학생 조직 실체와 대표·상호부조 관계가 결합,NONE
DRY-CL-R-000112,docs/09_collection/first-100-collectible-registry-v1.md#I-002,docs/09_collection/first-100-collectible-registry-v1.md,I-002,Open-Service Workshop Seed,ENTITY,C3|C6|C7,작업장 실체와 승인·감사권·안전부담이 결합,NONE
DRY-CL-R-000113,docs/09_collection/first-100-collectible-registry-v1.md#I-002,docs/09_collection/first-100-collectible-registry-v1.md,I-002,Open-Service Workshop Seed,CONTROL_CLAIM,C3|C6|C7,작업장 실체와 승인·감사권·안전부담이 결합,NONE
DRY-CL-R-000114,docs/09_collection/first-100-collectible-registry-v1.md#I-002,docs/09_collection/first-100-collectible-registry-v1.md,I-002,Open-Service Workshop Seed,LOSS_OBLIGATION,C3|C6|C7,작업장 실체와 승인·감사권·안전부담이 결합,NONE
DRY-CL-R-000115,docs/09_collection/first-100-collectible-registry-v1.md#I-003,docs/09_collection/first-100-collectible-registry-v1.md,I-003,Multi-Party Medical Oversight,ENTITY,C1|C7,감독기구·다자관계와 의료권한·공급책임이 결합,NONE
DRY-CL-R-000116,docs/09_collection/first-100-collectible-registry-v1.md#I-003,docs/09_collection/first-100-collectible-registry-v1.md,I-003,Multi-Party Medical Oversight,RELATIONSHIP,C1|C7,감독기구·다자관계와 의료권한·공급책임이 결합,NONE
DRY-CL-R-000117,docs/09_collection/first-100-collectible-registry-v1.md#I-003,docs/09_collection/first-100-collectible-registry-v1.md,I-003,Multi-Party Medical Oversight,CONTROL_CLAIM,C1|C7,감독기구·다자관계와 의료권한·공급책임이 결합,NONE
DRY-CL-R-000118,docs/09_collection/first-100-collectible-registry-v1.md#I-003,docs/09_collection/first-100-collectible-registry-v1.md,I-003,Multi-Party Medical Oversight,LOSS_OBLIGATION,C1|C7,감독기구·다자관계와 의료권한·공급책임이 결합,NONE
DRY-CL-R-000119,docs/09_collection/first-100-collectible-registry-v1.md#I-004,docs/09_collection/first-100-collectible-registry-v1.md,I-004,Fifth-Answer Myth,STATE_TRANSITION,C1|C7,사회적 신화 약속과 원칙 재해석 전이가 결합,NONE
DRY-CL-R-000120,docs/09_collection/first-100-collectible-registry-v1.md#I-004,docs/09_collection/first-100-collectible-registry-v1.md,I-004,Fifth-Answer Myth,NARRATIVE_PROMISE,C1|C7,사회적 신화 약속과 원칙 재해석 전이가 결합,NONE
DRY-CL-R-000121,docs/09_collection/first-100-collectible-registry-v1.md#I-005,docs/09_collection/first-100-collectible-registry-v1.md,I-005,Academy Alumni/External Mission Cell,ENTITY,C1|C5|C7,임무조직 실체·구성원 관계와 면허권이 결합,NONE
DRY-CL-R-000122,docs/09_collection/first-100-collectible-registry-v1.md#I-005,docs/09_collection/first-100-collectible-registry-v1.md,I-005,Academy Alumni/External Mission Cell,RELATIONSHIP,C1|C5|C7,임무조직 실체·구성원 관계와 면허권이 결합,NONE
DRY-CL-R-000123,docs/09_collection/first-100-collectible-registry-v1.md#I-005,docs/09_collection/first-100-collectible-registry-v1.md,I-005,Academy Alumni/External Mission Cell,CONTROL_CLAIM,C1|C5|C7,임무조직 실체·구성원 관계와 면허권이 결합,NONE
DRY-CL-R-000124,docs/09_collection/ga8-collection-registry-v1.md#G8-P01,docs/09_collection/ga8-collection-registry-v1.md,G8-P01,Continuity Authentication Directorate,ENTITY,C1|C6|C7|C8,기관·경쟁관계·인증권한이 한 행에 결합,NONE
DRY-CL-R-000125,docs/09_collection/ga8-collection-registry-v1.md#G8-P01,docs/09_collection/ga8-collection-registry-v1.md,G8-P01,Continuity Authentication Directorate,RELATIONSHIP,C1|C6|C7|C8,기관·경쟁관계·인증권한이 한 행에 결합,NONE
DRY-CL-R-000126,docs/09_collection/ga8-collection-registry-v1.md#G8-P01,docs/09_collection/ga8-collection-registry-v1.md,G8-P01,Continuity Authentication Directorate,CONTROL_CLAIM,C1|C6|C7|C8,기관·경쟁관계·인증권한이 한 행에 결합,NONE
DRY-CL-R-000127,docs/09_collection/ga8-collection-registry-v1.md#G8-P02,docs/09_collection/ga8-collection-registry-v1.md,G8-P02,Plural Archive Coalition,ENTITY,C1|C6|C7|C8,연합체·참여관계·분산접근권을 함께 서술,NONE
DRY-CL-R-000128,docs/09_collection/ga8-collection-registry-v1.md#G8-P02,docs/09_collection/ga8-collection-registry-v1.md,G8-P02,Plural Archive Coalition,RELATIONSHIP,C1|C6|C7|C8,연합체·참여관계·분산접근권을 함께 서술,NONE
DRY-CL-R-000129,docs/09_collection/ga8-collection-registry-v1.md#G8-P02,docs/09_collection/ga8-collection-registry-v1.md,G8-P02,Plural Archive Coalition,CONTROL_CLAIM,C1|C6|C7|C8,연합체·참여관계·분산접근권을 함께 서술,NONE
DRY-CL-R-000130,docs/09_collection/ga8-collection-registry-v1.md#G8-P03,docs/09_collection/ga8-collection-registry-v1.md,G8-P03,Restoration Truth Assembly,ENTITY,C1|C6|C7,조직·증거참여·공개권리·분열상태가 결합,NONE
DRY-CL-R-000131,docs/09_collection/ga8-collection-registry-v1.md#G8-P03,docs/09_collection/ga8-collection-registry-v1.md,G8-P03,Restoration Truth Assembly,RELATIONSHIP,C1|C6|C7,조직·증거참여·공개권리·분열상태가 결합,NONE
DRY-CL-R-000132,docs/09_collection/ga8-collection-registry-v1.md#G8-P03,docs/09_collection/ga8-collection-registry-v1.md,G8-P03,Restoration Truth Assembly,CONTROL_CLAIM,C1|C6|C7,조직·증거참여·공개권리·분열상태가 결합,NONE
DRY-CL-R-000133,docs/09_collection/ga8-collection-registry-v1.md#G8-P03,docs/09_collection/ga8-collection-registry-v1.md,G8-P03,Restoration Truth Assembly,STATE_TRANSITION,C1|C6|C7,조직·증거참여·공개권리·분열상태가 결합,NONE
DRY-CL-R-000134,docs/09_collection/ga8-collection-registry-v1.md#G8-P04,docs/09_collection/ga8-collection-registry-v1.md,G8-P04,Right-to-Forget / Liberation Network,ENTITY,C1|C6|C7,조직·삭제권리·증거파괴·분파상태가 결합,NONE
DRY-CL-R-000135,docs/09_collection/ga8-collection-registry-v1.md#G8-P04,docs/09_collection/ga8-collection-registry-v1.md,G8-P04,Right-to-Forget / Liberation Network,CONTROL_CLAIM,C1|C6|C7,조직·삭제권리·증거파괴·분파상태가 결합,NONE
DRY-CL-R-000136,docs/09_collection/ga8-collection-registry-v1.md#G8-P04,docs/09_collection/ga8-collection-registry-v1.md,G8-P04,Right-to-Forget / Liberation Network,STATE_TRANSITION,C1|C6|C7,조직·삭제권리·증거파괴·분파상태가 결합,NONE
DRY-CL-R-000137,docs/09_collection/ga8-collection-registry-v1.md#G8-P04,docs/09_collection/ga8-collection-registry-v1.md,G8-P04,Right-to-Forget / Liberation Network,LOSS_OBLIGATION,C1|C6|C7,조직·삭제권리·증거파괴·분파상태가 결합,NONE
DRY-CL-R-000138,docs/09_collection/ga8-collection-registry-v1.md#G8-P05,docs/09_collection/ga8-collection-registry-v1.md,G8-P05,AI and Composite Persons Compact,ENTITY,C1|C6|C7,협약체·인격권리·강제복제·영구정체성손실이 결합,NONE
DRY-CL-R-000139,docs/09_collection/ga8-collection-registry-v1.md#G8-P05,docs/09_collection/ga8-collection-registry-v1.md,G8-P05,AI and Composite Persons Compact,CONTROL_CLAIM,C1|C6|C7,협약체·인격권리·강제복제·영구정체성손실이 결합,NONE
DRY-CL-R-000140,docs/09_collection/ga8-collection-registry-v1.md#G8-P05,docs/09_collection/ga8-collection-registry-v1.md,G8-P05,AI and Composite Persons Compact,STATE_TRANSITION,C1|C6|C7,협약체·인격권리·강제복제·영구정체성손실이 결합,NONE
DRY-CL-R-000141,docs/09_collection/ga8-collection-registry-v1.md#G8-P05,docs/09_collection/ga8-collection-registry-v1.md,G8-P05,AI and Composite Persons Compact,LOSS_OBLIGATION,C1|C6|C7,협약체·인격권리·강제복제·영구정체성손실이 결합,NONE
DRY-CL-R-000142,docs/09_collection/ga8-collection-registry-v1.md#G8-P06,docs/09_collection/ga8-collection-registry-v1.md,G8-P06,State/Helix Operational Records Alliance,ENTITY,C1|C6|C7,동맹체·협력경쟁관계·독점통제권을 함께 서술,NONE
DRY-CL-R-000143,docs/09_collection/ga8-collection-registry-v1.md#G8-P06,docs/09_collection/ga8-collection-registry-v1.md,G8-P06,State/Helix Operational Records Alliance,RELATIONSHIP,C1|C6|C7,동맹체·협력경쟁관계·독점통제권을 함께 서술,NONE
DRY-CL-R-000144,docs/09_collection/ga8-collection-registry-v1.md#G8-P06,docs/09_collection/ga8-collection-registry-v1.md,G8-P06,State/Helix Operational Records Alliance,CONTROL_CLAIM,C1|C6|C7,동맹체·협력경쟁관계·독점통제권을 함께 서술,NONE
DRY-CL-R-000145,docs/09_collection/ga8-collection-registry-v1.md#G8-P07,docs/09_collection/ga8-collection-registry-v1.md,G8-P07,Palimpsest Custodian Communities,ENTITY,C6|C7|C8,공동체·참여관계·접근권·거울손실이 결합,NONE
DRY-CL-R-000146,docs/09_collection/ga8-collection-registry-v1.md#G8-P07,docs/09_collection/ga8-collection-registry-v1.md,G8-P07,Palimpsest Custodian Communities,RELATIONSHIP,C6|C7|C8,공동체·참여관계·접근권·거울손실이 결합,NONE
DRY-CL-R-000147,docs/09_collection/ga8-collection-registry-v1.md#G8-P07,docs/09_collection/ga8-collection-registry-v1.md,G8-P07,Palimpsest Custodian Communities,CONTROL_CLAIM,C6|C7|C8,공동체·참여관계·접근권·거울손실이 결합,NONE
DRY-CL-R-000148,docs/09_collection/ga8-collection-registry-v1.md#G8-P07,docs/09_collection/ga8-collection-registry-v1.md,G8-P07,Palimpsest Custodian Communities,STATE_TRANSITION,C6|C7|C8,공동체·참여관계·접근권·거울손실이 결합,NONE
DRY-CL-R-000149,docs/09_collection/ga8-collection-registry-v1.md#G8-P07,docs/09_collection/ga8-collection-registry-v1.md,G8-P07,Palimpsest Custodian Communities,LOSS_OBLIGATION,C6|C7|C8,공동체·참여관계·접근권·거울손실이 결합,NONE
DRY-CL-R-000150,docs/09_collection/ga8-collection-registry-v1.md#G8-P08,docs/09_collection/ga8-collection-registry-v1.md,G8-P08,P-001 as Unrecorded Connector / Seed Corrective Candidate,RELATIONSHIP,C1|C6|C7,연결관계·교정권한·선정진실 약속이 결합,NONE
DRY-CL-R-000151,docs/09_collection/ga8-collection-registry-v1.md#G8-P08,docs/09_collection/ga8-collection-registry-v1.md,G8-P08,P-001 as Unrecorded Connector / Seed Corrective Candidate,CONTROL_CLAIM,C1|C6|C7,연결관계·교정권한·선정진실 약속이 결합,NONE
DRY-CL-R-000152,docs/09_collection/ga8-collection-registry-v1.md#G8-P08,docs/09_collection/ga8-collection-registry-v1.md,G8-P08,P-001 as Unrecorded Connector / Seed Corrective Candidate,NARRATIVE_PROMISE,C1|C6|C7,연결관계·교정권한·선정진실 약속이 결합,NONE
DRY-CL-R-000153,docs/09_collection/ga8-collection-registry-v1.md#G8-R01,docs/09_collection/ga8-collection-registry-v1.md,G8-R01,Temporary Current-Status Layer,CONTROL_CLAIM,C1|C6|C7|C8,현재 신분과 서비스 접근을 정하는 통제층,NONE
DRY-CL-R-000154,docs/09_collection/ga8-collection-registry-v1.md#G8-R02,docs/09_collection/ga8-collection-registry-v1.md,G8-R02,Public Evidence / Intimate Memory / Operational Status Separation,CONTROL_CLAIM,C1|C6|C7,기록권리 분리와 비가역 노출손실을 함께 규정,NONE
DRY-CL-R-000155,docs/09_collection/ga8-collection-registry-v1.md#G8-R02,docs/09_collection/ga8-collection-registry-v1.md,G8-R02,Public Evidence / Intimate Memory / Operational Status Separation,LOSS_OBLIGATION,C1|C6|C7,기록권리 분리와 비가역 노출손실을 함께 규정,NONE
DRY-CL-R-000156,docs/09_collection/ga8-collection-registry-v1.md#G8-R03,docs/09_collection/ga8-collection-registry-v1.md,G8-R03,Authority F Multi-Party Access Mandate,CONTROL_CLAIM,C1|C6|C7,복수 주체의 제한적 기록접근 권한,NONE
DRY-CL-R-000157,docs/09_collection/ga8-collection-registry-v1.md#G8-R04,docs/09_collection/ga8-collection-registry-v1.md,G8-R04,Provisional AI/Composite/Tool Standing,CONTROL_CLAIM,C1|C6|C7,인격·도구 분류별 동의와 접근 권리,NONE
DRY-CL-R-000158,docs/09_collection/ga8-collection-registry-v1.md#G8-R05,docs/09_collection/ga8-collection-registry-v1.md,G8-R05,Forced-Copy/Merge Accountability Record,CONTROL_CLAIM,C1|C6|C7,책임기록·강제복제상태·비가역 정체성손실이 결합,NONE
DRY-CL-R-000159,docs/09_collection/ga8-collection-registry-v1.md#G8-R05,docs/09_collection/ga8-collection-registry-v1.md,G8-R05,Forced-Copy/Merge Accountability Record,STATE_TRANSITION,C1|C6|C7,책임기록·강제복제상태·비가역 정체성손실이 결합,NONE
DRY-CL-R-000160,docs/09_collection/ga8-collection-registry-v1.md#G8-R05,docs/09_collection/ga8-collection-registry-v1.md,G8-R05,Forced-Copy/Merge Accountability Record,LOSS_OBLIGATION,C1|C6|C7,책임기록·강제복제상태·비가역 정체성손실이 결합,NONE
DRY-CL-R-000161,docs/09_collection/ga8-collection-registry-v1.md#G8-R06,docs/09_collection/ga8-collection-registry-v1.md,G8-R06,Preserve/Correct/Plural/Forget/Refuse/Audit Rights Framework,CONTROL_CLAIM,C1|C6|C7,여섯 기록권리를 묶은 운영 프레임워크,NONE
DRY-CL-R-000162,docs/09_collection/ga8-collection-registry-v1.md#G8-R06,docs/09_collection/ga8-collection-registry-v1.md,G8-R06,Preserve/Correct/Plural/Forget/Refuse/Audit Rights Framework,SET,C1|C6|C7,여섯 기록권리를 묶은 운영 프레임워크,NONE
DRY-CL-R-000163,docs/09_collection/ga8-collection-registry-v1.md#G8-R07,docs/09_collection/ga8-collection-registry-v1.md,G8-R07,Bounded Operational Compression Rules,CONTROL_CLAIM,C1|C6|C7,현재 상태 압축과 불확실성 보존 규칙,NONE
DRY-CL-R-000164,docs/09_collection/ga8-collection-registry-v1.md#G8-R08,docs/09_collection/ga8-collection-registry-v1.md,G8-R08,P-001 Access and Memory-Limit Protocol,CONTROL_CLAIM,C1|C6,접근제한·규약침해·지속 기억오염이 결합,NONE
DRY-CL-R-000165,docs/09_collection/ga8-collection-registry-v1.md#G8-R08,docs/09_collection/ga8-collection-registry-v1.md,G8-R08,P-001 Access and Memory-Limit Protocol,STATE_TRANSITION,C1|C6,접근제한·규약침해·지속 기억오염이 결합,NONE
DRY-CL-R-000166,docs/09_collection/ga8-collection-registry-v1.md#G8-R08,docs/09_collection/ga8-collection-registry-v1.md,G8-R08,P-001 Access and Memory-Limit Protocol,LOSS_OBLIGATION,C1|C6,접근제한·규약침해·지속 기억오염이 결합,NONE
DRY-CL-R-000167,docs/09_collection/ga8-collection-registry-v1.md#G8-R09,docs/09_collection/ga8-collection-registry-v1.md,G8-R09,Authority G Split-Key Activation Draft,CONTROL_CLAIM,C1|C6|C7|C8,분할보관·거부권·복수 참여자를 묶은 활성화안,NONE
DRY-CL-R-000168,docs/09_collection/ga8-collection-registry-v1.md#G8-R09,docs/09_collection/ga8-collection-registry-v1.md,G8-R09,Authority G Split-Key Activation Draft,SET,C1|C6|C7|C8,분할보관·거부권·복수 참여자를 묶은 활성화안,NONE
DRY-CL-R-000169,docs/09_collection/ga8-collection-registry-v1.md#G8-R10,docs/09_collection/ga8-collection-registry-v1.md,G8-R10,Seed Consensus Activation Accord,RELATIONSHIP,C1|C6|C7|C8,합의관계·통제권·활성화·서비스조합이 결합,NONE
DRY-CL-R-000170,docs/09_collection/ga8-collection-registry-v1.md#G8-R10,docs/09_collection/ga8-collection-registry-v1.md,G8-R10,Seed Consensus Activation Accord,CONTROL_CLAIM,C1|C6|C7|C8,합의관계·통제권·활성화·서비스조합이 결합,NONE
DRY-CL-R-000171,docs/09_collection/ga8-collection-registry-v1.md#G8-R10,docs/09_collection/ga8-collection-registry-v1.md,G8-R10,Seed Consensus Activation Accord,STATE_TRANSITION,C1|C6|C7|C8,합의관계·통제권·활성화·서비스조합이 결합,NONE
DRY-CL-R-000172,docs/09_collection/ga8-collection-registry-v1.md#G8-R10,docs/09_collection/ga8-collection-registry-v1.md,G8-R10,Seed Consensus Activation Accord,SET,C1|C6|C7|C8,합의관계·통제권·활성화·서비스조합이 결합,NONE
DRY-CL-R-000173,docs/09_collection/ga8-collection-registry-v1.md#G8-A01,docs/09_collection/ga8-collection-registry-v1.md,G8-A01,Meridian Sacred/Founding Archive Source Set,ENTITY,C4|C7|C8,기록원본군과 정본효력 및 세트가 결합,NONE
DRY-CL-R-000174,docs/09_collection/ga8-collection-registry-v1.md#G8-A01,docs/09_collection/ga8-collection-registry-v1.md,G8-A01,Meridian Sacred/Founding Archive Source Set,CONTROL_CLAIM,C4|C7|C8,기록원본군과 정본효력 및 세트가 결합,NONE
DRY-CL-R-000175,docs/09_collection/ga8-collection-registry-v1.md#G8-A01,docs/09_collection/ga8-collection-registry-v1.md,G8-A01,Meridian Sacred/Founding Archive Source Set,SET,C4|C7|C8,기록원본군과 정본효력 및 세트가 결합,NONE
DRY-CL-R-000176,docs/09_collection/ga8-collection-registry-v1.md#G8-A02,docs/09_collection/ga8-collection-registry-v1.md,G8-A02,Black Ward Witness Mesh,ENTITY,C1|C6|C7|C8,증언망·참여관계·동의권·의료부담이 결합,NONE
DRY-CL-R-000177,docs/09_collection/ga8-collection-registry-v1.md#G8-A02,docs/09_collection/ga8-collection-registry-v1.md,G8-A02,Black Ward Witness Mesh,RELATIONSHIP,C1|C6|C7|C8,증언망·참여관계·동의권·의료부담이 결합,NONE
DRY-CL-R-000178,docs/09_collection/ga8-collection-registry-v1.md#G8-A02,docs/09_collection/ga8-collection-registry-v1.md,G8-A02,Black Ward Witness Mesh,CONTROL_CLAIM,C1|C6|C7|C8,증언망·참여관계·동의권·의료부담이 결합,NONE
DRY-CL-R-000179,docs/09_collection/ga8-collection-registry-v1.md#G8-A02,docs/09_collection/ga8-collection-registry-v1.md,G8-A02,Black Ward Witness Mesh,LOSS_OBLIGATION,C1|C6|C7|C8,증언망·참여관계·동의권·의료부담이 결합,NONE
DRY-CL-R-000180,docs/09_collection/ga8-collection-registry-v1.md#G8-A03,docs/09_collection/ga8-collection-registry-v1.md,G8-A03,Ardis/Route Plural Mirror,ENTITY,C6|C7|C8,거울체계·향후대립·지역교정권을 함께 서술,NONE
DRY-CL-R-000181,docs/09_collection/ga8-collection-registry-v1.md#G8-A03,docs/09_collection/ga8-collection-registry-v1.md,G8-A03,Ardis/Route Plural Mirror,RELATIONSHIP,C6|C7|C8,거울체계·향후대립·지역교정권을 함께 서술,NONE
DRY-CL-R-000182,docs/09_collection/ga8-collection-registry-v1.md#G8-A03,docs/09_collection/ga8-collection-registry-v1.md,G8-A03,Ardis/Route Plural Mirror,CONTROL_CLAIM,C6|C7|C8,거울체계·향후대립·지역교정권을 함께 서술,NONE
DRY-CL-R-000183,docs/09_collection/ga8-collection-registry-v1.md#G8-A04,docs/09_collection/ga8-collection-registry-v1.md,G8-A04,Palimpsest Regional Mirror Cluster,ENTITY,C6|C7|C8,거울군·접근권·접근상태·영구손실이 결합,NONE
DRY-CL-R-000184,docs/09_collection/ga8-collection-registry-v1.md#G8-A04,docs/09_collection/ga8-collection-registry-v1.md,G8-A04,Palimpsest Regional Mirror Cluster,CONTROL_CLAIM,C6|C7|C8,거울군·접근권·접근상태·영구손실이 결합,NONE
DRY-CL-R-000185,docs/09_collection/ga8-collection-registry-v1.md#G8-A04,docs/09_collection/ga8-collection-registry-v1.md,G8-A04,Palimpsest Regional Mirror Cluster,STATE_TRANSITION,C6|C7|C8,거울군·접근권·접근상태·영구손실이 결합,NONE
DRY-CL-R-000186,docs/09_collection/ga8-collection-registry-v1.md#G8-A04,docs/09_collection/ga8-collection-registry-v1.md,G8-A04,Palimpsest Regional Mirror Cluster,LOSS_OBLIGATION,C6|C7|C8,거울군·접근권·접근상태·영구손실이 결합,NONE
DRY-CL-R-000187,docs/09_collection/ga8-collection-registry-v1.md#G8-A04,docs/09_collection/ga8-collection-registry-v1.md,G8-A04,Palimpsest Regional Mirror Cluster,SET,C6|C7|C8,거울군·접근권·접근상태·영구손실이 결합,NONE
DRY-CL-R-000188,docs/09_collection/ga8-collection-registry-v1.md#G8-A05,docs/09_collection/ga8-collection-registry-v1.md,G8-A05,Continuity Assembly / Seed Consensus Lattice,ENTITY,C6|C7|C8,합의망·상태통제·활성화·다중구조가 결합,NONE
DRY-CL-R-000189,docs/09_collection/ga8-collection-registry-v1.md#G8-A05,docs/09_collection/ga8-collection-registry-v1.md,G8-A05,Continuity Assembly / Seed Consensus Lattice,CONTROL_CLAIM,C6|C7|C8,합의망·상태통제·활성화·다중구조가 결합,NONE
DRY-CL-R-000190,docs/09_collection/ga8-collection-registry-v1.md#G8-A05,docs/09_collection/ga8-collection-registry-v1.md,G8-A05,Continuity Assembly / Seed Consensus Lattice,STATE_TRANSITION,C6|C7|C8,합의망·상태통제·활성화·다중구조가 결합,NONE
DRY-CL-R-000191,docs/09_collection/ga8-collection-registry-v1.md#G8-A05,docs/09_collection/ga8-collection-registry-v1.md,G8-A05,Continuity Assembly / Seed Consensus Lattice,SET,C6|C7|C8,합의망·상태통제·활성화·다중구조가 결합,NONE
DRY-CL-R-000192,docs/09_collection/ga8-collection-registry-v1.md#G8-A06,docs/09_collection/ga8-collection-registry-v1.md,G8-A06,Service Authority F,CONTROL_CLAIM,C6|C7,분산 기록번역과 복수기록 접근 권한,NONE
DRY-CL-R-000193,docs/09_collection/ga8-collection-registry-v1.md#G8-A07,docs/09_collection/ga8-collection-registry-v1.md,G8-A07,Service Authority G,CONTROL_CLAIM,C6|C7,비상통제권과 위기집중 활성화상태가 결합,NONE
DRY-CL-R-000194,docs/09_collection/ga8-collection-registry-v1.md#G8-A07,docs/09_collection/ga8-collection-registry-v1.md,G8-A07,Service Authority G,STATE_TRANSITION,C6|C7,비상통제권과 위기집중 활성화상태가 결합,NONE
DRY-CL-R-000195,docs/09_collection/ga8-collection-registry-v1.md#G8-A08,docs/09_collection/ga8-collection-registry-v1.md,G8-A08,Lost/Exposed Mirror or Source Class,STATE_TRANSITION,C4|C6|C7|C8,미정 원천의 파괴상태·영구손실·회수약속이 결합,NONE
DRY-CL-R-000196,docs/09_collection/ga8-collection-registry-v1.md#G8-A08,docs/09_collection/ga8-collection-registry-v1.md,G8-A08,Lost/Exposed Mirror or Source Class,LOSS_OBLIGATION,C4|C6|C7|C8,미정 원천의 파괴상태·영구손실·회수약속이 결합,NONE
DRY-CL-R-000197,docs/09_collection/ga8-collection-registry-v1.md#G8-A08,docs/09_collection/ga8-collection-registry-v1.md,G8-A08,Lost/Exposed Mirror or Source Class,NARRATIVE_PROMISE,C4|C6|C7|C8,미정 원천의 파괴상태·영구손실·회수약속이 결합,NONE
DRY-CL-R-000198,docs/09_collection/ga8-collection-registry-v1.md#G8-M01,docs/09_collection/ga8-collection-registry-v1.md,G8-M01,Plural Continuity Seed Origin,NARRATIVE_PROMISE,C1|C6|C7|C8,복수 문명 주체의 기원조합 회수약속,NONE
DRY-CL-R-000199,docs/09_collection/ga8-collection-registry-v1.md#G8-M01,docs/09_collection/ga8-collection-registry-v1.md,G8-M01,Plural Continuity Seed Origin,SET,C1|C6|C7|C8,복수 문명 주체의 기원조합 회수약속,NONE
DRY-CL-R-000200,docs/09_collection/ga8-collection-registry-v1.md#G8-M02,docs/09_collection/ga8-collection-registry-v1.md,G8-M02,Seed Layer Map S0–S5,NARRATIVE_PROMISE,C1|C6|C7|C8,여섯 기록층 조합과 구조해명 약속,NONE
DRY-CL-R-000201,docs/09_collection/ga8-collection-registry-v1.md#G8-M02,docs/09_collection/ga8-collection-registry-v1.md,G8-M02,Seed Layer Map S0–S5,SET,C1|C6|C7|C8,여섯 기록층 조합과 구조해명 약속,NONE
DRY-CL-R-000202,docs/09_collection/ga8-collection-registry-v1.md#G8-M03,docs/09_collection/ga8-collection-registry-v1.md,G8-M03,Compression/Value Ranking Rules,CONTROL_CLAIM,C1|C6|C7,대표성 순위규칙과 압축원리 회수약속,NONE
DRY-CL-R-000203,docs/09_collection/ga8-collection-registry-v1.md#G8-M03,docs/09_collection/ga8-collection-registry-v1.md,G8-M03,Compression/Value Ranking Rules,NARRATIVE_PROMISE,C1|C6|C7,대표성 순위규칙과 압축원리 회수약속,NONE
DRY-CL-R-000204,docs/09_collection/ga8-collection-registry-v1.md#G8-M04,docs/09_collection/ga8-collection-registry-v1.md,G8-M04,Service Authority Domain Map A–G,CONTROL_CLAIM,C6|C7,일곱 권한영역·분할접근·완성지도 약속이 결합,NONE
DRY-CL-R-000205,docs/09_collection/ga8-collection-registry-v1.md#G8-M04,docs/09_collection/ga8-collection-registry-v1.md,G8-M04,Service Authority Domain Map A–G,NARRATIVE_PROMISE,C6|C7,일곱 권한영역·분할접근·완성지도 약속이 결합,NONE
DRY-CL-R-000206,docs/09_collection/ga8-collection-registry-v1.md#G8-M04,docs/09_collection/ga8-collection-registry-v1.md,G8-M04,Service Authority Domain Map A–G,SET,C6|C7,일곱 권한영역·분할접근·완성지도 약속이 결합,NONE
DRY-CL-R-000207,docs/09_collection/ga8-collection-registry-v1.md#G8-M05,docs/09_collection/ga8-collection-registry-v1.md,G8-M05,P-001 Unrecorded Connector Selection,RELATIONSHIP,C1|C6,주인공과 기록망의 의존관계 선정약속,NONE
DRY-CL-R-000208,docs/09_collection/ga8-collection-registry-v1.md#G8-M05,docs/09_collection/ga8-collection-registry-v1.md,G8-M05,P-001 Unrecorded Connector Selection,NARRATIVE_PROMISE,C1|C6,주인공과 기록망의 의존관계 선정약속,NONE
DRY-CL-R-000209,docs/09_collection/ga8-collection-registry-v1.md#G8-M06,docs/09_collection/ga8-collection-registry-v1.md,G8-M06,Regression/Uncertainty-Correction Mechanism,STATE_TRANSITION,C1|C6,신경패턴 재구성사건과 회귀원리 회수약속,NONE
DRY-CL-R-000210,docs/09_collection/ga8-collection-registry-v1.md#G8-M06,docs/09_collection/ga8-collection-registry-v1.md,G8-M06,Regression/Uncertainty-Correction Mechanism,NARRATIVE_PROMISE,C1|C6,신경패턴 재구성사건과 회귀원리 회수약속,NONE
DRY-CL-R-000211,docs/09_collection/ga8-collection-registry-v1.md#G8-M07,docs/09_collection/ga8-collection-registry-v1.md,G8-M07,Memory Contamination/Bidirectional Indexing,RELATIONSHIP,C1|C6,상호기억관계·오염악화·지속손실·희생복선이 결합,NONE
