source_key,source_file,source_id,title,provisional_entry_ids,entry_kinds,domain_tags,split_required,normalized_record_count,reason,canon_promotion
docs/09_collection/ga8-collection-registry-v1.md#G8-I02,docs/09_collection/ga8-collection-registry-v1.md,G8-I02,Executable History Principle,DRY-CL-R-000221|DRY-CL-R-000222,CONTROL_CLAIM|NARRATIVE_PROMISE,C1|C6|C7|C8,TRUE,2,실행상태 통제원칙과 후속갈등 약속이 결합,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-P01,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-P01,P-001 Central Corrective Command,DRY-CL-R-000223|DRY-CL-R-000224|DRY-CL-R-000225,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C7,TRUE,3,개인 지휘권의 만료·분산과 영구 포기를 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-P02,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-P02,Exclusive Future/Archive Index,DRY-CL-R-000226|DRY-CL-R-000227|DRY-CL-R-000228,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C6,TRUE,3,독점 색인 접근권 폐기와 기억 손실을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-P03,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-P03,Ownership of Collected Legacy,DRY-CL-R-000229|DRY-CL-R-000230|DRY-CL-R-000231|DRY-CL-R-000232|DRY-CL-R-000233,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|SET,C1|C2|C5|C6|C7,TRUE,5,관계·기체·함선·기록·제도의 소유권과 최종 분산을 묶음,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-P04,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-P04,One Canonical History,DRY-CL-R-000234|DRY-CL-R-000235|DRY-CL-R-000236,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C6|C7,TRUE,3,공식 역사 해석권 포기와 단일 기록 상실을 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-P05,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-P05,Repeatable Regression/Reset Option,DRY-CL-R-000237|DRY-CL-R-000238|DRY-CL-R-000239,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C6|C7,TRUE,3,회귀 활성권 폐기와 재시도 불가능성을 함께 확정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R01,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R01,Regional Current-Status Authorities,DRY-CL-R-000240|DRY-CL-R-000241|DRY-CL-R-000242|DRY-CL-R-000243,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C6|C7|C8,TRUE,4,지역 상태기관·상호인정·적법절차·미해결 책임을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R02,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R02,Minimum-Service and Equalization Compact,DRY-CL-R-000244|DRY-CL-R-000245|DRY-CL-R-000246|DRY-CL-R-000247,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7|C8,TRUE,4,최소서비스 협약과 기여·부족·운영 책임을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R03,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R03,Route/Node Federation and Local Custody,DRY-CL-R-000248|DRY-CL-R-000249|DRY-CL-R-000250|DRY-CL-R-000251,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7|C8,TRUE,4,항로연방 실체와 지역 보관권·운영부담을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R04,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R04,Common Fleet / Mission Command Network,DRY-CL-R-000252|DRY-CL-R-000253|DRY-CL-R-000254|DRY-CL-R-000255,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C5|C7,TRUE,4,공동함대망과 임무지휘권·분절 방위부담을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R05,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R05,Technical and Medical Commons,DRY-CL-R-000256|DRY-CL-R-000257|DRY-CL-R-000258|DRY-CL-R-000259,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C6|C7,TRUE,4,기술의료 공유기관과 인증권·권리·사고부담을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R06,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R06,Archive Translation Commons,DRY-CL-R-000260|DRY-CL-R-000261|DRY-CL-R-000262|DRY-CL-R-000263,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6|C7,TRUE,4,기록번역 공유기관과 해석권·지연·조작위험을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R07,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R07,Emergency Corrective Assembly,DRY-CL-R-000264|DRY-CL-R-000265|DRY-CL-R-000266|DRY-CL-R-000267,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C6|C7,TRUE,4,비상교정기구와 분할권한·일몰·감사책임을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R08,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R08,Residual Continuity Service,DRY-CL-R-000268|DRY-CL-R-000269|DRY-CL-R-000270|DRY-CL-R-000271,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6|C7,TRUE,4,연속성 서비스와 임시조정권·재중앙화 부담을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R09,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R09,Cross-Region Migration and Safe-Exit Protocol,DRY-CL-R-000272|DRY-CL-R-000273|DRY-CL-R-000274|DRY-CL-R-000275|DRY-CL-R-000276,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C6|C7|C8,TRUE,5,이주규약과 탈퇴관계·신분권·수용부담을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-R10,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-R10,Compensation/Reparation and Claims Network,DRY-CL-R-000277|DRY-CL-R-000278|DRY-CL-R-000279|DRY-CL-R-000280,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C7,TRUE,4,배상망과 청구권·미완결 책임을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-A01,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-A01,First Handoff Region,DRY-CL-R-000281|DRY-CL-R-000282|DRY-CL-R-000283|DRY-CL-R-000284,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7|C8,TRUE,4,지역 실체와 권한이양·공동감독·가시적 손실을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-A02,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-A02,Voluntary Delayed-Central Region,DRY-CL-R-000285|DRY-CL-R-000286|DRY-CL-R-000287|DRY-CL-R-000288,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6|C7|C8,TRUE,4,지역 실체와 한시적 중앙서비스·권리보호 의무를 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-A03,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-A03,Viable Opt-Out/Hybrid Region,DRY-CL-R-000289|DRY-CL-R-000290|DRY-CL-R-000291|DRY-CL-R-000292,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7|C8,TRUE,4,대안 지역과 자치권·외부의무·감사 전환을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-A04,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-A04,Local Capture/Failed Transition Region,DRY-CL-R-000293|DRY-CL-R-000294|DRY-CL-R-000295|DRY-CL-R-000296,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7|C8,TRUE,4,실패 지역과 권력포획·재건손실·지원의무를 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-A05,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-A05,Coerced/Occupied Region,DRY-CL-R-000297|DRY-CL-R-000298|DRY-CL-R-000299|DRY-CL-R-000300,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7|C8,TRUE,4,점령 지역과 중앙철수·권한이양·미해결 책임을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-A06,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-A06,AI/Composite Nonterritorial Community,DRY-CL-R-000301|DRY-CL-R-000302|DRY-CL-R-000303|DRY-CL-R-000304|DRY-CL-R-000305,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C6|C7,TRUE,5,비영토 공동체와 법적관계·데이터권·미해결 의무를 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-A07,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-A07,Central Seed/Continuity Assembly,DRY-CL-R-000306|DRY-CL-R-000307|DRY-CL-R-000308|DRY-CL-R-000309,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6|C7,TRUE,4,중앙기구·물리시스템과 주권해체·분산·영구상실을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L01,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L01,H-001,DRY-CL-R-000310|DRY-CL-R-000311|DRY-CL-R-000312|DRY-CL-R-000313|DRY-CL-R-000314,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C7|C8,TRUE,5,인물의 독립관계·노선권한·가해책임과 최종전환을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L02,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L02,H-002,DRY-CL-R-000315|DRY-CL-R-000316|DRY-CL-R-000317|DRY-CL-R-000318|DRY-CL-R-000319,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|SET,C1|C2|C6|C7,TRUE,5,인물·기술계보와 공동저작·인증권·분산전환을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L03,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L03,S-001,DRY-CL-R-000320|DRY-CL-R-000321|DRY-CL-R-000322,ENTITY|CONTROL_CLAIM|STATE_TRANSITION,C1|C6|C7,TRUE,3,인물과 기록번역기관·해석권 포기·분산전환을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L04,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L04,M-001,DRY-CL-R-000323|DRY-CL-R-000324|DRY-CL-R-000325|DRY-CL-R-000326,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C7|C8,TRUE,4,인물·의료망과 환자권리·서비스책임·전환을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L05,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L05,A-001 Human Director,DRY-CL-R-000327|DRY-CL-R-000328|DRY-CL-R-000329|DRY-CL-R-000330|DRY-CL-R-000331,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C1|C7,TRUE,5,인물·직위권한·잔존책임과 미정 결말을 함께 등록,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L06,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L06,A-001 Archive AI Partner,DRY-CL-R-000332|DRY-CL-R-000333|DRY-CL-R-000334|DRY-CL-R-000335|DRY-CL-R-000336,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C1|C6|C7,TRUE,5,인공지능 인격·감사권한·공동책임과 미정 결말을 함께 등록,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L07,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L07,07 Original Frame and Open Service Spine,DRY-CL-R-000337|DRY-CL-R-000338|DRY-CL-R-000339|DRY-CL-R-000340|DRY-CL-R-000341,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|SET,C2|C6,TRUE,5,원형기체·서비스표준 계보와 분산·퇴역·상실을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L08,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L08,First Ship / Crew Institution,DRY-CL-R-000342|DRY-CL-R-000343|DRY-CL-R-000344|DRY-CL-R-000345|DRY-CL-R-000346|DRY-CL-R-000347|DRY-CL-R-000348,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C1|C5|C7|C8,TRUE,7,함선·승무관계·공공운용권·상실가능성과 계보약속을 함께 등록,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L09,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L09,Ownerless Fleet Charter,DRY-CL-R-000349|DRY-CL-R-000350|DRY-CL-R-000351|DRY-CL-R-000352,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION,C5|C7|C8,TRUE,4,함대망·편대관계와 비소유 지휘헌장 전환을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L10,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L10,Academy / Education Lineage,DRY-CL-R-000353|DRY-CL-R-000354|DRY-CL-R-000355|DRY-CL-R-000356|DRY-CL-R-000357|DRY-CL-R-000358,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|SET,C1|C6|C7,TRUE,6,교육기관·학생관계·권리책임과 교육계보 전환을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L11,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L11,Neutral Assembly,DRY-CL-R-000359|DRY-CL-R-000360|DRY-CL-R-000361|DRY-CL-R-000362,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION,C7|C8,TRUE,4,중립기구·회원관계·자율권과 보관권 축소를 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-L12,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-L12,Helix/Industrial Successors,DRY-CL-R-000363|DRY-CL-R-000364|DRY-CL-R-000365|DRY-CL-R-000366|DRY-CL-R-000367,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C1|C6|C7,TRUE,5,산업후계기관·노동관계·인증권·책임제약을 함께 규정,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M01,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M01,“당신은 역사에 기록되지 않았습니다”,DRY-CL-R-000368|DRY-CL-R-000369|DRY-CL-R-000370|DRY-CL-R-000371,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C1|C6|C7,TRUE,4,기록누락 미스터리와 해석권 포기·공식서사 상실을 함께 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M02,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M02,Thirteen Heroes,DRY-CL-R-000372|DRY-CL-R-000373|DRY-CL-R-000374|DRY-CL-R-000375,CONTROL_CLAIM|STATE_TRANSITION|NARRATIVE_PROMISE|SET,C1|C7,TRUE,4,열세 영웅 약속을 순위세트·선전통제 해체로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M03,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M03,07 Lineage,DRY-CL-R-000376|DRY-CL-R-000377|DRY-CL-R-000378|DRY-CL-R-000379,CONTROL_CLAIM|STATE_TRANSITION|NARRATIVE_PROMISE|SET,C2|C6|C7,TRUE,4,07 계보 약속을 기술표준 분산과 계보완성으로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M04,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M04,Blood Admiral,DRY-CL-R-000380|DRY-CL-R-000381|DRY-CL-R-000382|DRY-CL-R-000383|DRY-CL-R-000384|DRY-CL-R-000385,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C1|C7,TRUE,6,인물·직위 분리 약속과 피해관계·책임을 함께 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M05,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M05,Administrative Death and Protector Community,DRY-CL-R-000386|DRY-CL-R-000387|DRY-CL-R-000388|DRY-CL-R-000389|DRY-CL-R-000390|DRY-CL-R-000391,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C1|C6|C7|C8,TRUE,6,공동체·신분관계 약속과 인정권·미복구 책임을 함께 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M06,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M06,Fifth Answer,DRY-CL-R-000392|DRY-CL-R-000393|DRY-CL-R-000394|DRY-CL-R-000395|DRY-CL-R-000396|DRY-CL-R-000397,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C6|C7,TRUE,6,제5답 약속을 기관간 권한분담·책임조합으로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M07,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M07,Original Orpheus,DRY-CL-R-000398|DRY-CL-R-000399|DRY-CL-R-000400|DRY-CL-R-000401|DRY-CL-R-000402|DRY-CL-R-000403,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C1|C6|C7|C8,TRUE,6,오르페우스 사건약속을 책임관계·항로개혁·영구대가로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M08,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M08,Archive Right and Wrong,DRY-CL-R-000404|DRY-CL-R-000405|DRY-CL-R-000406|DRY-CL-R-000407|DRY-CL-R-000408,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C6|C7,TRUE,5,아카이브 진실약속을 복수증거·해석권·불완전성으로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M09,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M09,Regression Cause,DRY-CL-R-000409|DRY-CL-R-000410|DRY-CL-R-000411|DRY-CL-R-000412|DRY-CL-R-000413,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C1|C6,TRUE,5,회귀원인 약속을 관계패턴·활성권·재시도 상실로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M10,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M10,Autonomous War Collapse,DRY-CL-R-000414|DRY-CL-R-000415|DRY-CL-R-000416|DRY-CL-R-000417|DRY-CL-R-000418|DRY-CL-R-000419,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C1|C6|C7,TRUE,6,자율전쟁 약속을 책임관계·분할권한·사건조합으로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M11,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M11,Imperial Succession / Master Identity,DRY-CL-R-000420|DRY-CL-R-000421|DRY-CL-R-000422|DRY-CL-R-000423|DRY-CL-R-000424|DRY-CL-R-000425,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C1|C7,TRUE,6,계승·정체 약속을 계보관계·독점권 해체로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M12,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M12,E-001 / Enemy Ace / Independence Path,DRY-CL-R-000426|DRY-CL-R-000427|DRY-CL-R-000428|DRY-CL-R-000429|DRY-CL-R-000430,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|NARRATIVE_PROMISE,C1|C7|C8,TRUE,5,적 에이스 실체·독립관계·역할권한과 미정 결말을 등록,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M13,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M13,H-002 Official Death/Collective Authorship,DRY-CL-R-000431|DRY-CL-R-000432|DRY-CL-R-000433|DRY-CL-R-000434|DRY-CL-R-000435|DRY-CL-R-000436|DRY-CL-R-000437,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C1|C6|C7,TRUE,7,인물의 공식사망 약속을 공동저작관계·권리계보로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M14,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M14,Black Ward Witness / Continuity Protocol,DRY-CL-R-000438|DRY-CL-R-000439|DRY-CL-R-000440|DRY-CL-R-000441|DRY-CL-R-000442|DRY-CL-R-000443|DRY-CL-R-000444,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C1|C6|C7,TRUE,7,증언자·프로토콜 약속을 동의권·책임·기능조합으로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M15,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M15,Neutral Orpheus Refusal,DRY-CL-R-000445|DRY-CL-R-000446|DRY-CL-R-000447|DRY-CL-R-000448|DRY-CL-R-000449,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C7|C8,TRUE,5,중립 거부약속을 신뢰관계·구조권한·공동의무로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M16,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M16,Helix Standardization,DRY-CL-R-000450|DRY-CL-R-000451|DRY-CL-R-000452|DRY-CL-R-000453|DRY-CL-R-000454,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C1|C6|C7,TRUE,5,표준화 약속을 노동관계·통제권·안전책임 분산으로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M17,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M17,Ownership of Collected Legacy,DRY-CL-R-000455|DRY-CL-R-000456|DRY-CL-R-000457|DRY-CL-R-000458|DRY-CL-R-000459|DRY-CL-R-000460,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C1|C2|C5|C6|C7,TRUE,6,수집유산 약속을 소유권 대신 관계·책임·독립보관으로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M18,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M18,Memory Contamination,DRY-CL-R-000461|DRY-CL-R-000462|DRY-CL-R-000463|DRY-CL-R-000464,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C1|C6,TRUE,4,기억오염 약속을 색인권 포기·영구기억손실로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M19,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M19,Unlabeled People,DRY-CL-R-000465|DRY-CL-R-000466|DRY-CL-R-000467|DRY-CL-R-000468,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|NARRATIVE_PROMISE,C1|C7,TRUE,4,무표식 인물약속을 자기기록권과 비순위 상태로 회수,NONE
docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md#G10-M20,docs/09_collection/ga10-final-collection-and-payoff-registry-v1.md,G10-M20,Can History Be Completed?,DRY-CL-R-000469|DRY-CL-R-000470|DRY-CL-R-000471|DRY-CL-R-000472|DRY-CL-R-000473,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE|SET,C1|C6|C7,TRUE,5,역사완성 약속을 복수증거·해석권·미완결 세트로 회수,NONE
