source_row_id,source_key,source_file,source_line,arc,section,source_id,title,normalized_record_ids,entry_kinds,primary_domain,domain_tags,desire_phases,record_states,acquisition_text,integration_text,cost_text,loss_exit_text,ending_text,later_reuse_text,entity_id_candidate,subject_ids,host_id_candidate,current_holder,canon_tier,classification_basis,classification_reason,review_flags,canon_promotion
NC-CL-S-000072,docs/09_collection/ga2-collection-registry-v1.md#G2-G06,docs/09_collection/ga2-collection-registry-v1.md,513,GA2,"Ghost Ship, AUXILIA and Provenance Targets",G2-G06,Open-Service Lineage Map,NC-CL-R-000211|NC-CL-R-000212|NC-CL-R-000213,STATE_TRANSITION|LOSS_OBLIGATION|SET,C5,C5,SYNERGY|COMPLETION_LEGACY,C,"combine 07, ship, worker logs and Silex protocols.",shows lineage spread through rescue/relay equipment rather than seven legendary machines.,incomplete and politically dangerous.,,"`C/R — enough for GA3, not complete history`. --",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000073,docs/09_collection/ga2-collection-registry-v1.md#G2-R01,docs/09_collection/ga2-collection-registry-v1.md,531,GA2,"Community, Route, Legal and Standard Targets",G2-R01,Minimum Transit Certificate,NC-CL-R-000214|NC-CL-R-000215|NC-CL-R-000216|NC-CL-R-000217,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,G,E115–121.,leave K-13 and dock/insure on selected route.,load/crew/module/inspection restrictions.,,`G — updated after damage/standard changes`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000074,docs/09_collection/ga2-collection-registry-v1.md#G2-R02,docs/09_collection/ga2-collection-registry-v1.md,545,GA2,"Community, Route, Legal and Standard Targets",G2-R02,First Mission/Revenue Contract,NC-CL-R-000218|NC-CL-R-000219|NC-CL-R-000220|NC-CL-R-000221,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,R,E101–121.,funds/departure obligation and first voyage.,lost objective/payment and sponsor oversight.,,"`R — proves contracts are mission constraints, not rewards alone`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000075,docs/09_collection/ga2-collection-registry-v1.md#G2-R03,docs/09_collection/ga2-collection-registry-v1.md,559,GA2,"Community, Route, Legal and Standard Targets",G2-R03,Ghost Salvage Joint-Claim Agreement,NC-CL-R-000222|NC-CL-R-000223|NC-CL-R-000224|NC-CL-R-000225,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E131–160.,access without dispossessing current residents/worker claimants.,revenue/protection and multiple vetoes.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000076,docs/09_collection/ga2-collection-registry-v1.md#G2-R04,docs/09_collection/ga2-collection-registry-v1.md,573,GA2,"Community, Route, Legal and Standard Targets",G2-R04,Community Split Manifest and Consent Record,NC-CL-R-000226|NC-CL-R-000227|NC-CL-R-000228|NC-CL-R-000229|NC-CL-R-000230,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C8,C8,SYNERGY|COMPLETION_LEGACY,G,E161–173.,"destinations, guardianship, identity/medical/cargo planning.",internal divisions become visible and targetable.,,`G/L — ongoing corrections and unresolved cases`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000077,docs/09_collection/ga2-collection-registry-v1.md#G2-R05,docs/09_collection/ga2-collection-registry-v1.md,587,GA2,"Community, Route, Legal and Standard Targets",G2-R05,Route-Federation Minimum Obligations,NC-CL-R-000231|NC-CL-R-000232|NC-CL-R-000233|NC-CL-R-000234|NC-CL-R-000235,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7|C8,SYNERGY|COMPLETION_LEGACY,G,E180–185.,"contact, emergency aid, record correction, care/resource promises across separated groups.","debt, slow negotiation, right to leave/refuse.",,"`G — seed, not sovereign organization`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000078,docs/09_collection/ga2-collection-registry-v1.md#G2-R06,docs/09_collection/ga2-collection-registry-v1.md,601,GA2,"Community, Route, Legal and Standard Targets",G2-R06,Emergency Open-Service Specification v0.1,NC-CL-R-000236|NC-CL-R-000237|NC-CL-R-000238|NC-CL-R-000239|NC-CL-R-000240,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,G,E186–199 after failure.,essential repairs and Silex mission.,"lower performance, public liability, incomplete coverage, security exposure.",,`G — provisional and contested`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000079,docs/09_collection/ga2-collection-registry-v1.md#G2-R07,docs/09_collection/ga2-collection-registry-v1.md,623,GA2,"Community, Route, Legal and Standard Targets",G2-R07,Multi-Certifier Standards Council,NC-CL-R-000241|NC-CL-R-000242|NC-CL-R-000243|NC-CL-R-000244|NC-CL-R-000245,ENTITY|RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7,SYNERGY|COMPLETION_LEGACY,C,E193–199.,issue bounded emergency certification.,"slow, political, capturable and not universal.",,`C/G — regional provisional institution`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000080,docs/09_collection/ga2-collection-registry-v1.md#G2-R08,docs/09_collection/ga2-collection-registry-v1.md,640,GA2,"Community, Route, Legal and Standard Targets",G2-R08,Silex Limited Access and Repair Trust,NC-CL-R-000246|NC-CL-R-000247|NC-CL-R-000248|NC-CL-R-000249,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E200–205.,one route window and shared physical/authentication control.,"local worker claims, Neutral audit, Imperial/Helix/Independence political conflict.",,"`G — temporary and damaged, not full node ownership`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000081,docs/09_collection/ga2-collection-registry-v1.md#G2-R09,docs/09_collection/ga2-collection-registry-v1.md,654,GA2,"Community, Route, Legal and Standard Targets",G2-R09,Ardis Service/Defense Invitation,NC-CL-R-000250|NC-CL-R-000251|NC-CL-R-000252|NC-CL-R-000253,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C7|C8,SYNERGY|COMPLETION_LEGACY,C,E206–210.,legal/operational entry into GA3.,repair/debt/defense obligation and local political standing.,,"`C — accepted conditionally, implementation is GA3`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000082,docs/09_collection/ga2-collection-registry-v1.md#G2-R10,docs/09_collection/ga2-collection-registry-v1.md,668,GA2,"Community, Route, Legal and Standard Targets",G2-R10,Regional Embargo and Liability Dossier,NC-CL-R-000254|NC-CL-R-000255|NC-CL-R-000256|NC-CL-R-000257,RELATIONSHIP|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C7|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,Helix/Imperial/insurance actions across GA2.,explains what routes/parts/people the team cannot access.,visible scarcity and legal risk.,,"`G/L — some sanctions remain, some split/appealed`. --",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000083,docs/09_collection/ga2-collection-registry-v1.md#G2-I01,docs/09_collection/ga2-collection-registry-v1.md,689,GA2,Institutional/Symbolic Collection States,G2-I01,First Ship Crew and Mission Trust,NC-CL-R-000258|NC-CL-R-000259|NC-CL-R-000260|NC-CL-R-000261,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C4|C5|C7,SYNERGY,G,E101–130 command/crew charter; revised through GA2.,recurring mobile institution.,"wages, votes/authority, crew exits, no personal ownership.",,`G — functional but fragile crew institution`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000084,docs/09_collection/ga2-collection-registry-v1.md#G2-I02,docs/09_collection/ga2-collection-registry-v1.md,703,GA2,Institutional/Symbolic Collection States,G2-I02,Distributed Home / Route Federation Seed,NC-CL-R-000262|NC-CL-R-000263|NC-CL-R-000264,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C4,C4|C7|C8,SYNERGY,G,E161–185.,H-001’s future political/logistics path.,home dispersal and conflicting members.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000085,docs/09_collection/ga2-collection-registry-v1.md#G2-I03,docs/09_collection/ga2-collection-registry-v1.md,717,GA2,Institutional/Symbolic Collection States,G2-I03,Open-Service Worker Network,NC-CL-R-000265|NC-CL-R-000266|NC-CL-R-000267,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C6,SYNERGY,G,GA1 workshop → Neris/Brann/ghost workers → standard council.,regional repair and GA3 production.,"quality conflicts, infiltration, labor burden.",,"`G — plural network, not H-002 personal guild`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000086,docs/09_collection/ga2-collection-registry-v1.md#G2-I04,docs/09_collection/ga2-collection-registry-v1.md,731,GA2,Institutional/Symbolic Collection States,G2-I04,“Ghost Ship” Public Story,NC-CL-R-000268|NC-CL-R-000269|NC-CL-R-000270|NC-CL-R-000271,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C4,C4|C5,DISCOVERY,R,,,simplifies current residents and fuels collectors.,,`R — competing public versions remain`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000087,docs/09_collection/ga2-collection-registry-v1.md#G2-I05,docs/09_collection/ga2-collection-registry-v1.md,745,GA2,Institutional/Symbolic Collection States,G2-I05,Regional Standard War Precedent,NC-CL-R-000272|NC-CL-R-000273|NC-CL-R-000274|NC-CL-R-000275|NC-CL-R-000276,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C4,C4|C6|C7,SYNERGY,G,"accident, investigation, council, Silex use.",GA3 law/production conflict and GA9/10 standard governance.,named harms and unresolved liability.,,`G`. --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000088,docs/09_collection/ga3-collection-registry-v1.md#G3-P01,docs/09_collection/ga3-collection-registry-v1.md,30,GA3,Local People and Faction Relationships,G3-P01,AR-CIV-001 / Civic Continuity Leader,NC-CL-R-000277|NC-CL-R-000278|NC-CL-R-000279|NC-CL-R-000280,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,emergency berth/service negotiations.,"public budgets, hospitals, registered services and joint-trust civic standing.","service restrictions, registered-resident backlash and exclusion conflict.","election defeat, Imperial alignment, opposition role.","`G/L — local civic actor, supportive or oppositional to trust; never protagonist appointee`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000089,docs/09_collection/ga3-collection-registry-v1.md#G3-P02,docs/09_collection/ga3-collection-registry-v1.md,47,GA3,Local People and Faction Relationships,G3-P02,AR-WRK-001 / Foundry Compact Leader,NC-CL-R-000281|NC-CL-R-000282|NC-CL-R-000283|NC-CL-R-000284,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C7,ACQUISITION|SYNERGY,G,"strike, production and worker safety.",repair/production authority and local standards governance.,"service leverage, technocratic temptation and internal split.",,`G — worker/production authority sharing power with nontechnical groups`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000090,docs/09_collection/ga3-collection-registry-v1.md#G3-P03,docs/09_collection/ga3-collection-registry-v1.md,61,GA3,Local People and Faction Relationships,G3-P03,AR-NOD-001 / Node Custodian Leader,NC-CL-R-000285|NC-CL-R-000286|NC-CL-R-000287|NC-CL-R-000288,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C8,ACQUISITION|SYNERGY,G,"diagnostics, technical stop and Spine access.","operator succession, safety, multi-spine operation.","secrecy, reduced throughput and public distrust.",,"`G/R — technical stop retained, monopoly reduced through documentation/apprenticeship`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000091,docs/09_collection/ga3-collection-registry-v1.md#G3-P04,docs/09_collection/ga3-collection-registry-v1.md,75,GA3,Local People and Faction Relationships,G3-P04,AR-TRN-001 / Transit Assembly Delegate,NC-CL-R-000289|NC-CL-R-000290|NC-CL-R-000291|NC-CL-R-000292,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C7,ACQUISITION|SYNERGY,G,"service access, identity and district networks.",provisional residency/representation and city-service operation.,"internal division, data burden and opposition.",,"`G/L — rotating local representation, not sole voice of all transients`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000092,docs/09_collection/ga3-collection-registry-v1.md#G3-P05,docs/09_collection/ga3-collection-registry-v1.md,89,GA3,Local People and Faction Relationships,G3-P05,AR-FED-001 / Federalist Leader,NC-CL-R-000293|NC-CL-R-000294|NC-CL-R-000295|NC-CL-R-000296,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,ACQUISITION|SYNERGY,C,autonomy and defense negotiations.,"local sovereignty claims, militia and external Independence links.",coercion/denial threat and coalition split.,,`C/L — one federalist bloc joins trust; another remains opposition or exits`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000093,docs/09_collection/ga3-collection-registry-v1.md#G3-P06,docs/09_collection/ga3-collection-registry-v1.md,103,GA3,Local People and Faction Relationships,G3-P06,AR-HEL-001 / Helix Recovery Director,NC-CL-R-000297|NC-CL-R-000298,STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,ACQUISITION|SYNERGY,C,"supplies, medicine, receivership and facility claims.",bounded creditor/supplier role and local Helix split.,"remote locks, debt, exclusions and security escalation.",,`C/G — limited contract role; finance/security conflict persists`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000094,docs/09_collection/ga3-collection-registry-v1.md#G3-P07,docs/09_collection/ga3-collection-registry-v1.md,117,GA3,Local People and Faction Relationships,G3-P07,AR-DEF-001 / Local Defense Commander,NC-CL-R-000299|NC-CL-R-000300|NC-CL-R-000301,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,ACQUISITION|SYNERGY,G,readiness map and segmented command.,civilian-bounded local defense and siege operation.,"delay, force-preservation bias and unit defection.",,`G/L — retains or loses office through local process; force remains local`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000095,docs/09_collection/ga3-collection-registry-v1.md#G3-P08,docs/09_collection/ga3-collection-registry-v1.md,131,GA3,Local People and Faction Relationships,G3-P08,Garden/Care Service Network,NC-CL-R-000302|NC-CL-R-000303|NC-CL-R-000304,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C6,DISCOVERY|SYNERGY,G,,food/water/air/medical minimums and independent front during siege.,"power/work burden, contamination risk and political undervaluation.",,`G — formal minimum-service standing in joint trust`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000096,docs/09_collection/ga3-collection-registry-v1.md#G3-P09,docs/09_collection/ga3-collection-registry-v1.md,148,GA3,Local People and Faction Relationships,G3-P09,Local Utility-Frame/Operator Teams,NC-CL-R-000305|NC-CL-R-000306|NC-CL-R-000307,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C2,ACQUISITION|SYNERGY,G,diagnostic and Spine B/C work.,"decisive repair/defense, training and local hardware custody.","casualties, overwork and claim conflicts.",,"`G — locally governed technical force, not 07 followers`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000097,docs/09_collection/ga3-collection-registry-v1.md#G3-P10,docs/09_collection/ga3-collection-registry-v1.md,162,GA3,Local People and Faction Relationships,G3-P10,Ardis-Linked Community/Destination Group,NC-CL-R-000308|NC-CL-R-000309|NC-CL-R-000310|NC-CL-R-000311,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C8,ACQUISITION|SYNERGY,G,GA2 community members who chose Ardis.,"local constituency, work/care/transit representation and bridge to H-001.",reject some H-001 plans and bear city-specific obligations.,,"`G — local residents/representatives, no longer “H-001’s group”`. --",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000098,docs/09_collection/ga3-collection-registry-v1.md#G3-N01,docs/09_collection/ga3-collection-registry-v1.md,180,GA3,Node and Infrastructure Targets,G3-N01,Public Ardis Failure Map,NC-CL-R-000312|NC-CL-R-000313,STATE_TRANSITION|LOSS_OBLIGATION,C8,C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E225–232 multi-source inspection.,"repair phases, budgets, service priorities and external claims.",exposes weak points and political edits.,,"`G/R — updated public operational record, not perfect truth`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000099,docs/09_collection/ga3-collection-registry-v1.md#G3-N02,docs/09_collection/ga3-collection-registry-v1.md,194,GA3,Node and Infrastructure Targets,G3-N02,Spine A Stable Core Access,NC-CL-R-000314|NC-CL-R-000315|NC-CL-R-000316,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C8,C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,,stable traffic/legal layer in final joint operation.,centralization and service/thermal load.,,`G — retained under bounded civic/Imperial/local authority`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000100,docs/09_collection/ga3-collection-registry-v1.md#G3-N03,docs/09_collection/ga3-collection-registry-v1.md,208,GA3,Node and Infrastructure Targets,G3-N03,Spine B Open-Service Restoration,NC-CL-R-000317|NC-CL-R-000318,STATE_TRANSITION|LOSS_OBLIGATION,C8,C8|C6,SYNERGY|COMPLETION_LEGACY,G,E255–263.,"cargo/medical window, local repair and diagnostics.","lower power, vulnerability and certification conflict.",,`G — locally maintained limited-capacity spine`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000101,docs/09_collection/ga3-collection-registry-v1.md#G3-N04,docs/09_collection/ga3-collection-registry-v1.md,222,GA3,Node and Infrastructure Targets,G3-N04,Spine C Emergency/Legacy Recovery,NC-CL-R-000319|NC-CL-R-000320,STATE_TRANSITION|LOSS_OBLIGATION,C8,C8,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,C,E285–292 partial recovery.,fallback/local-custody layer and three-spine operation.,"Continuity detection, old risks and political secrecy.",,"`C/G — limited audited use, not full activation`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000102,docs/09_collection/ga3-collection-registry-v1.md#G3-N05,docs/09_collection/ga3-collection-registry-v1.md,239,GA3,Node and Infrastructure Targets,G3-N05,Service Authority E / Local Node Custody,NC-CL-R-000321|NC-CL-R-000322|NC-CL-R-000323|NC-CL-R-000324,ENTITY|CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C7,C7|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E285–292 through local operators/legacy interface.,physical/local-custody authentication and denial segmentation.,cannot command traffic alone; external actors seek it.,,`G — held by local trust/operators under split conditions`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000103,docs/09_collection/ga3-collection-registry-v1.md#G3-N06,docs/09_collection/ga3-collection-registry-v1.md,253,GA3,Node and Infrastructure Targets,G3-N06,Thermal Reserve Allocation System,NC-CL-R-000325|NC-CL-R-000326,STATE_TRANSITION|LOSS_OBLIGATION,C6,C6|C8,SYNERGY|COMPLETION_LEGACY,G,E218–240 and E255 onward.,"tradeoffs among city services, traffic, industry and defense.",one district/front receives less; no hidden capacity.,,"`G — transparent allocation/standing rules, still insufficient`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000104,docs/09_collection/ga3-collection-registry-v1.md#G3-N07,docs/09_collection/ga3-collection-registry-v1.md,267,GA3,Node and Infrastructure Targets,G3-N07,Multi-Signature Authentication Bridge,NC-CL-R-000327|NC-CL-R-000328|NC-CL-R-000329|NC-CL-R-000330,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C6,C6|C8,SYNERGY|COMPLETION_LEGACY,G,GA2 overlay adapted to local Civic/Transit/Foundry/Custodian/Neutral/Imperial systems.,Spine B/C traffic and command legitimacy.,"slower decisions, spoof/delay risk, metadata exposure.",,`G/R — improved with delegated standing rules after major loss`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
